recoP,trueP,recoTheta,trueTheta
0.477628,0.521589,35.794494,36.483911
0.709010,0.710619,15.316223,16.548566
1.247204,1.346187,8.550032,8.403263
2.487107,2.352286,4.887961,4.874114
0.667344,0.679511,12.553864,17.245484
0.435158,0.468111,23.334195,23.498158
0.717935,0.705214,35.219833,30.191771
1.920285,2.017413,9.458394,9.233184
1.488599,1.616190,25.702833,25.386679
4.865562,4.606828,8.833177,8.508308
9.616684,5.748229,5.164484,5.601787
1.742069,1.698502,10.695348,11.609330
0.314741,0.313283,31.413900,34.044828
0.944696,0.691299,27.285866,25.297732
5.716070,4.474455,1.440078,1.934720
3.102965,2.634933,7.592307,6.897167
0.448871,0.457250,23.677833,24.600431
0.318476,0.336201,28.495451,25.775614
0.779739,0.815267,20.956115,19.357877
1.347965,1.209381,12.615932,12.022869
0.762479,0.759497,26.535484,25.347739
2.048374,2.008019,11.153091,10.995924
0.531348,0.535803,10.882873,12.307030
0.504990,0.516131,13.889321,14.919461
3.373815,3.114561,14.215362,12.553063
1.256770,1.231662,37.586892,35.493783
0.730273,0.728100,15.985623,13.701924
2.847993,2.606626,13.546868,13.228200
2.471976,2.688239,6.229416,6.582847
2.210988,2.173427,6.026004,5.148221
0.642430,0.782189,35.857868,37.553499
0.688149,0.671755,11.852866,11.348817
0.360587,0.371859,30.952132,32.954143
1.285959,1.347626,15.616760,13.894584
1.149211,1.111857,39.462012,38.603655
1.098716,0.927967,28.429899,22.805448
0.980323,0.988448,6.161093,7.628769
0.989216,0.933463,22.525317,23.173911
1.102707,1.262848,24.866401,23.350149
0.748732,0.688368,19.490605,20.382685
1.039301,0.957889,31.234718,31.141864
0.458195,0.477007,4.753656,4.768017
2.101037,1.365336,9.901032,8.958550
0.444259,0.475099,30.519632,30.909111
3.177545,3.277896,4.129436,3.987278
0.744007,0.750605,13.524120,12.469147
0.666192,0.713835,21.046945,16.276130
1.721469,1.842007,25.354551,25.485418
0.363932,0.346329,20.151216,27.842536
0.379012,0.402306,2.507412,4.301156
0.736611,0.729012,6.836900,9.595995
0.763265,0.721696,6.108108,11.736180
0.633132,0.671498,14.329713,12.844340
0.847745,0.894220,17.865677,16.612796
2.064165,2.094853,20.292884,20.242990
0.588520,0.605258,17.226824,16.585575
0.434883,0.479747,30.652228,31.816764
3.055823,3.716612,6.508852,6.122662
3.041714,3.255083,15.238704,15.784994
2.673158,2.438490,10.635506,10.980174
2.100042,2.015222,8.283919,7.643623
0.818195,0.769475,12.120601,12.537010
0.655489,0.648001,19.084694,18.513791
1.532767,1.542523,13.648897,13.207738
8.186044,3.690279,8.457910,8.654012
0.851940,0.876020,5.682790,7.133169
0.727615,0.757354,29.172458,27.647205
0.835898,0.840857,19.277415,19.509593
0.832092,0.817241,13.414096,14.306016
1.338688,1.258089,10.348036,10.823929
0.758824,0.811231,23.495194,23.098041
1.341175,1.334502,3.902743,5.364506
1.645896,1.664953,10.336109,12.045588
0.595399,0.592706,15.849382,15.718357
0.489872,0.479862,22.814653,21.545441
3.049719,3.488590,2.847851,2.508973
0.744881,0.703183,9.901469,9.352106
1.067924,1.056713,27.664590,27.917991
0.617367,0.678362,38.814061,39.512987
0.579463,0.544352,24.025373,23.622215
0.858333,0.564191,20.664848,22.527528
4.898410,5.090175,2.978810,2.534123
1.386394,1.365445,4.695651,4.584283
0.991009,0.733491,30.849597,29.125749
0.781337,0.786685,27.416370,27.783645
2.167952,1.974381,4.847756,5.434947
0.886590,0.635828,23.463462,24.790618
3.064104,2.820439,12.623966,12.526071
0.659214,0.667969,18.301613,18.426443
0.390190,0.397962,18.189197,16.929980
2.508165,2.197194,10.831909,10.234661
0.751699,0.778434,24.947994,26.182362
1.647938,1.369451,7.523866,8.333783
0.711217,0.761644,6.063397,5.603291
0.758670,0.783679,14.383016,14.412380
1.364997,1.270342,17.289893,16.583769
11.106940,9.030140,2.216467,2.297973
1.473662,1.160125,4.517310,4.370450
0.473671,0.504590,30.192117,32.547045
1.114292,1.204605,25.444234,25.429851
10.827236,4.090180,2.077825,1.897852
0.634025,0.669386,25.279297,24.538223
3.003988,2.228848,8.456819,8.693596
4.532302,2.502294,12.458514,12.343954
0.853853,0.879237,17.897109,19.050081
0.762336,0.811672,16.271963,12.622122
0.591377,0.635888,20.504219,21.490349
1.555200,1.480926,6.029257,5.827529
0.993467,0.957191,23.252220,23.870312
1.094348,1.575396,35.869678,34.725938
2.299199,1.590261,17.312091,15.351260
0.618173,0.780829,18.231391,17.425028
0.846682,0.847822,12.315519,13.778731
0.472142,0.447300,18.537051,16.613011
0.927464,0.936436,10.052304,9.330793
2.582392,2.808113,16.483360,15.661808
3.482210,2.905276,11.910506,9.459640
0.362438,0.365206,40.443276,42.752437
0.677208,0.717037,24.955336,25.152121
2.529902,2.186091,13.298265,16.969071
1.976640,1.873781,9.207736,10.721208
191.971969,1.694332,15.628553,16.114038
0.697506,0.695768,43.713073,42.444549
0.632919,0.663263,30.031310,30.147621
2.768923,2.593495,12.343251,11.397896
0.703735,0.698117,33.811920,34.287172
1.857808,1.822172,16.719288,17.550709
0.758174,0.742114,22.839882,23.360960
0.659666,0.726960,13.492789,12.874430
0.703710,0.754632,6.679846,6.455217
3.258347,1.901053,8.338070,8.451917
1.598752,1.538070,14.893414,25.604261
1.461057,1.352687,15.746884,15.588724
0.507291,0.526663,46.642981,47.143239
1.357124,1.254767,18.994916,19.568063
0.533277,0.535789,33.646235,36.024586
0.494604,0.537650,47.617806,44.393637
0.963915,0.977745,10.283806,9.745520
1.522112,1.538625,3.585776,2.780800
9.127053,7.983675,4.694483,4.729819
0.802865,0.795359,5.779944,5.477758
0.885001,0.909215,22.339425,21.502958
0.589768,0.536246,34.456504,33.008184
1.670897,1.718890,11.703715,11.295728
2.190792,1.766188,18.375617,18.133165
1.279638,1.231586,11.471486,12.389114
3.539955,3.769162,8.892979,8.945140
0.689935,0.732201,11.596629,10.026150
0.677055,0.653082,17.683935,18.130323
1.778562,1.628902,9.977346,9.476996
0.380924,0.375293,29.287126,28.313351
0.678832,0.672263,21.244933,21.390615
0.502056,0.511431,9.860851,10.380459
1.468325,1.108748,7.024454,8.632674
2.341394,2.371524,7.122242,6.746891
0.511982,0.560195,52.324811,51.386351
1.195525,1.077031,25.482362,24.125564
2.565590,3.036245,2.795404,2.588080
0.937063,0.935743,44.840578,44.327276
1.037173,1.022230,9.100145,8.879737
2.596686,2.576420,4.625291,4.219326
0.549781,0.554164,20.236179,20.345195
4.142214,3.578132,10.723870,10.203380
0.798002,0.796520,23.802259,23.978046
0.421809,0.527821,37.911680,39.028729
0.933931,0.921205,19.480869,20.789479
0.876940,0.825026,14.503070,12.885905
4.421754,2.791457,16.579820,15.451586
3.492113,3.287406,9.645834,9.525140
1.622824,1.547166,25.944577,25.270546
0.504210,0.514006,27.603920,29.938747
0.744008,0.800805,9.974685,10.066674
3.509273,3.518855,2.843035,2.805539
0.636038,0.685166,33.695870,34.360716
0.473515,0.472923,35.520672,36.715416
0.468906,0.475488,19.631285,20.869107
0.920516,0.946287,3.865232,3.976803
0.609821,0.632559,16.167427,13.908116
3.307685,1.176364,19.651107,18.999364
0.558111,0.571609,16.414349,16.848200
1.910409,1.859621,9.767728,10.039049
1.090383,1.067601,27.521332,27.605962
0.745887,0.770747,16.956370,16.482373
